مرأ , مرأني
أبب , وأبة
مرأ , امرأة
هدأ , وهدأ
ربب , والرب
هوأ , هاءوا
بوب , بأباه
جشب , ومجشوب
طيب , طاب
كفأ , فانكفئوا
وبأ , فالوباء
ردأ , ردأته
وضأ , وضاء
أدب , والأدبة
وضأ , بوضيء
خبب , كالخبب
خطأ , كالخطء
رفأ , ترافؤا
شبب , شباب
وبأ , ووبيئة
وطأ , وطأ
دبب , الدبيب
بدأ , البداية
صبب , بصباب
هدأ , هدأة
حصب , محصوب
سيب , وسيبتها
شبب , شبيبته
صوب , وأصاب
وطأ , والطأة
جزأ , كأجزأني
دفأ , والدفاء
دفأ , دفيئا
هوأ , المهوأة
جوب , جوبه
ذرب , كالذربة
قرأ , أقرؤكم
ضبب , الضباب
سبب , بالسبابة
دفأ , ومدفئة
عيب , وعيابة
حلأ , حلأته
بدأ , وبديت
شيأ , شيأ
ذوب , الذؤبان
بوب , والبوب
شبب , الشبيبة
لبأ , ولبأتها
وبأ , وبؤ
كفأ , كفأتهم
وضأ , لوضيء
سوأ , والسوأة
طلشأ , اطلنشأ
جبأ , والجابىء
شبب , شبا
كلأ , كلوءا
ظمأ , الأظماء
أدب , المآدب
هنأ , تهنئة
صبب , وانصب
دبب , دبوب
ملأ , ملأى
بدأ , وبدأة
صوب , أصابه
قرأ , قرأة
قرأ , للقراءة
نبأ , تنبأ
وبأ , أوبية
طيب , الطيب
طيب , وطابه
أبب , ووب
ربأ , مربائها
ذرب , وذربة
قرأ , واقترأ
شيأ , يشيئك
عبأ , العبء
ظمأ , وظماءة
شبب , شبان
ذوب , يذوب
وضأ , توضؤا
ضبب , ضبة
ذرب , ذرب
ظمأ , وظميء
جوب , فليستجيبوا
عبأ , أعبأ
هوأ , هؤته
خبب , مخاب
ذوب , وذابت
جيأ , كالجياء
ردأ , وتردأ
ذأب , وتذأبت
ردأ , وردأه
أدب , مأدبة
ضبب , وأضببته
زبب , زبيبة
ذرب , الذرب
ردأ , الردء
نشأ , ونشأ
حبب , أحبت
قرأ , وأقرأته
كلأ , كلأ
دفأ , دفاء
ردأ , رديئأ
وضأ , ووضاء
ذرب , الذراب
ربأ , لأربأ
نسأ , الناسئين
شبب , والشباب
ذوب , ذووب
جوب , واجتابه
بوأ , يتبوأ
كفأ , كفأه
جبب , والاجتباب
دبب , دببت
طيب , وطيب
سيب , تسيب
دفأ , دفأى
جزأ , كجزئت
شيب , أشب
ردأ , ردءا
درأ , والدرآء
ربأ , والربيئة
بدأ , بدءا
أدب , إيدابا
زبب , والزبيب
شيأ , المشيأ
طيب , وتطيابا
لبأ , لبأت
وبأ , البئة
طيب , طياب
جزأ , وتجزأ
شنأ , وشنأ
خيب , الخائب
خيب , الدائبان
صوب , الصوب
دبب , دبا
وبأ , تيبأ
ذوب , بالإذوابة
أشب , وأوشاب
ربأ , والمرباء
عبأ , بالمعبأة
عبأ , وعبأته
هوأ , هائي
صبب , بصبابة
قرأ , قراءون
جوب , والجوب
دفأ , مدافئ
أبب , يؤب
شوب , شوبة
هدأ , هادئا
نبأ , ونبأ
شنأ , والمشنأ
ثوب , ثوبة
خبب , كالخباب
ربب , ربها
هدأ , لتهدأ
سوأ , ومسائية
بوب , بابته
حلأ , حلأت
شنأ , شنئته
زبب , فازدبت
أرب , أريب
زبب , وأزباب
ملأ , وامتلا
هوأ , هاوأته
صوب , بالصواب
دربأ , دربأ
حبب , كأحببته
ذوب , واستذبته
سيب , ساب
أبب , ويؤب
ظمأ , ظمىء
نوأ , واستناءه
ذأب , ذئب
زبب , الزبب
وبأ , وبيء
ربب , الربوبة
ردأ , أردأ
رفأ , رفأ
قرأ , القراءة
خطأ , خطائئ
نشأ , وناشىء
شنأ , الشانىء
جشب , الجشوبة
ربب , وربوب
جبأ , جباء
نشأ , ناشىء
جزأ , ومجزأته
دفأ , واستدفيت
طبب , والطبيب
أوب , أوبي
وضأ , بواضىء
وضأ , وضؤ
حوب , وحبت
أبب , الأبي
عبب , يعبوب
سوأ , أسيئي
ملأ , وتملأ
نوأ , وتنواء
ثوب , لمثوبة
سيب , سوائب
عبب , العبعب
زبب , والزب
ذوب , يذاب
فيأ , والإفاءة
هوأ , مهوأن
سوأ , وسواءة
سوأ , والسوأى
بوأ , نباوئكم
جبأ , وجبأة
بوأ , بؤ
نشأ , والناشئون
جيأ , المجيء
دفأ , دفأ
جبأ , والجبأة
شيأ , المشيء
نشأ , ينشأ
درأ , ودرأت
جوب , الجوب
رفأ , أرفئوا
وطأ , واستوطأه
جبب , الجبي
قرأ , وقراء
ردأ , ردأه
وطأ , وطىء
مرأ , ممرىء
ضبب , وضبوبا
أدب , والأدب
عبأ , والعبوة
هدأ , وهدء
حوب , لحوبة
دبب , وأدببته
روب , الروبة
ذأب , ذآبة
نبأ , واستنبأ
جوب , يجاب
أبب , فالأبابة
جشب , وجشيب
قرأ , قرأه
بوب , أبوبة
شوب , شبته
كفأ , مكافئا
جيأ , المجايأة
روب , راب
صوب , صابت
نوأ , وأناءك
ذأب , وذؤبان
برأ , برأ
جيأ , جيئا
ربأ , كارتبأ
سيب , تنساب
هنأ , هنأني
برأ , وأبرأك
وطأ , ووطىء
ذبب , الأذب
نشأ , النشأ
جبب , الجبائي
جبأ , وجبأ
خيب , دائب
طبب , الطبيب
ذبب , وذببنا
صوب , كصيب
خبب , الخب
عبأ , تعبئة
نسأ , نسأ
أشب , وأشبه
نشأ , ناشئة
زبب , زب
روب , المروب
نسأ , نسأته
بوب , بويب
عيب , والعيبة
وبأ , وباء
هنأ , المهاني
عبأ , وعبأه
ذرب , يذربها
دبب , والأدب
كلأ , مكالأة
ردأ , يردئها
دفأ , دفئة
نوأ , نوءا
وضأ , بالوضاء
سبب , تسب
حلأ , حلأه
شوب , الشوبة
بدأ , كالبداءة
جبب , جبوا
خيب , أدأبوا
عبأ , العباء
وبأ , أوبأت
ربأ , رابأته
دبب , يدب
بوب , بابتي
درأ , يدرؤه
بوب , البوابة
ضبب , ومضبة
صبب , انصبابه
قرأ , قرءا
أشب , وأشب
هدأ , الهدأة
كفأ , يكفؤه
خبب , الخبة
ظمأ , ظمأة
أدب , أدب
كلأ , والكلأ
ذبب , الذباب
ذأب , ذئبة
وبأ , وتوبأته
شيب , شيب
حوب , بالحوبة
بوأ , يبأؤ
خيب , كدأب
ذبب , يذبب
روب , ورائب
رفأ , يرفؤها
صوب , وصوبه
فيأ , أفيائه
ذبب , وذببا
جشب , مجشوب
جيأ , مجايأة
جيأ , جايأني
برشب , برشوب
زبب , يزب
وضأ , الوضوء
صبب , صبه
وطأ , يطؤها
خطأ , الخطء
بوأ , وباء
ظمأ , ظماء
شبب , وأشبه
حشب , والحشيب
عيب , والعاب
عبب , والأعب
فيأ , المفيؤة
وضأ , وضوءا
هنأ , يهنيء
أرب , أرابة
طيب , طيب
دفأ , واستدفأ
ظمأ , الظمء
ملأ , ومليء
حوب , بحيبة
خيب , دائبين
ربأ , وأربأ
هدأ , وأهدأته
أشب , والأشباني
بأبأ , وبأبأت
ذأب , وأذأبا
حلأ , تحلئة
أوب , آب
طيب , يتطيب
بوب , وبابات
هوأ , لاهاء
قرأ , اقترأت
مرأ , يمرىء
شيأ , شييء
سوأ , مساية
جزأ , أجزاء
ثوب , تثويبا
صبب , كصبابة
شيأ , شئت
سوأ , سوءا
ربأ , الربيء
ذأب , والمتذائبة
صوب , الصيب
نبأ , أنبأني
كفأ , وكفاء
أبب , تأتب
أوب , والأوبة
قرأ , مقروءة
عيب , عابه
روب , روبا
كلأ , كأكلأت
مرأ , إمراء
عبأ , كعبأه
رفأ , فارفأن
لبأ , ألبأت
أرب , الإرب
وبأ , وأباء
جوب , يجيب
صبب , انصبت
دفأ , مدفأة
هنأ , وتهنيئا
هوأ , هؤت
هنأ , ويهنىء
وبأ , وموبوءة
أوب , وتأوب
سوأ , كالأسوإ
عيب , أعياب
جبأ , وجبوءا
سبب , وسبابا
هنأ , هنؤ
جيأ , فجئته
خبب , يخب
ذرب , وذرابة
كفأ , كافأه
مرأ , ومرأ
دبب , فدب
سوأ , مساوئة
ذأب , المتذئبة
نوأ , وناءك
وطأ , طئة
وطأ , طأ
فيأ , فئت
ربب , والربي
بدأ , بدأة
ظمأ , المظمإ
هوأ , وهاء
أشب , أشائب
جزأ , وجزأه
حبب , محبة
جزأ , كجزأه
أدب , أدباء
ذرب , ذربة
شوب , واشتاب
حوب , والحوب
ذأب , وذأب
رفأ , ورافأته
نبأ , نبأني
ربأ , مربأة
شيب , الشيباء
شبب , الشبائب
جيأ , المجيأة
ردأ , وأردأته
خبب , الخبب
قرأ , كاقترأه
جوب , يجوبها
أبب , كائتب
ربأ , وربأت
شيب , ومشيبا
كفأ , فتكفأ
لبأ , يلبؤه
دهدأ , تدهديء
أوب , وأيب
عبب , عب
هدأ , هدوءا
لبأ , اللبأ
شنأ , شنآن
ربب , ربوب
زبب , زبيب
دبب , دابة
بوب , البابي
هنأ , هنأنا
ربب , الربانيون
نبأ , أنباء
ثوب , ثبى
قرأ , لقرأ
شبب , شببة
نشأ , ونشأت
شوب , فانشابا
عيب , الأعياب
وبأ , وأوبأت
ربب , الربانيين
جبأ , جابئا
بوب , الأبواب
صوب , صوبا
وبأ , واستوبأها
ذوب , الذوب
مرأ , أمرأني
قرأ , قارىء
هوأ , هاؤن
أدب , ومأدبة
ذبب , فذبوه
دفأ , أدفأه
عيب , عبتموه
كلأ , يكلؤها
ربأ , وارتبأه
هنأ , هنأ
جزأ , بجزء
ذأب , تذاؤب
هوأ , والمهوأن
عيب , والمعاب
ذأب , متذائب
برأ , كبرأ
وبأ , ووباءة
أدب , وأدب
خيب , إدآبا
ضبب , الضب
مرأ , مرء
بأبأ , فالبأب
ذوب , الإذوابة
زبب , زبه
صوب , صوابا
قرأ , القرآن
دبب , الدبب
أدب , يأدبه
طبب , طبب
حبب , حبا
دبب , يدبب
جبأ , جبأى
أرب , إرب
جزأ , مجزئة
ربأ , يربأ
نوأ , النوء
شنأ , شنانية
شوب , شيب
دبب , دبي
سيب , فانسابت
دبب , الدبدبة
ربأ , وربأه
أبب , وأبابة
مرأ , واستمرأ
أشب , أشبا
سبب , وسنبة
نوأ , أنواء
شبب , وبشباب
خبب , والتخبيب
هوأ , والهوء
كفأ , وكفأه
مرأ , استمرأته
سوأ , ساءه
درأ , درأت
شبب , وشبيبا
ردأ , رديئا
ربب , رباني
نوأ , كأناءة
هوأ , هوئي
ملأ , الملأة
جوب , جبته
حلأ , وتحلئة
فيأ , وفاء
ملأ , ملاء
صوب , وأصابه
جزأ , وأجزأتها
جبب , جبه
دبب , دببا
هوأ , هاء
ملأ , وأملأه
صوب , كالانصباب
جيأ , كالمجيء
جزأ , ومجزىء
بدأ , ابتداء
ذرب , تذريب
ثوب , ثوب
لبأ , يلبؤهم
طبب , ويطب
كلأ , وكلاء
طبب , الطبابة
سيب , فيسيب
هنأ , تهنأته
عبب , والعباب
خطأ , وأخطأ
زبب , كأزبت
ضبب , والضب
برأ , البارىء
أبب , أبا
جوب , كالمجوب
دبب , دبيبا
نوأ , أنوأ
خطأ , خطئن
ظمأ , أظماء
طيب , وطوباك
عبأ , والعباء
عيب , والعياب
جيأ , والجيئة
كلأ , وكلئت
هدأ , وبهادىء
ذبب , وذببت
بوب , والبواب
قرأ , يقرأ
صوب , صيوب
أدب , مأدبته
صبب , صبتان
ذوب , نذوب
ردأ , الردأين
بوب , بابا
ذوب , ذوابة
كفأ , والكفاء
سوأ , سوأتك
ذبب , ذبابا
سبب , تستسب
دبب , ودبيب
أبب , فالأب
تذرب , تذرب
فيأ , تفيئة
مرأ , وأمرأ
نبأ , وأنبأته
شنأ , يشنؤه
نوأ , وأنواؤه
هدأ , والهدأ
هنأ , هنىء
هدأ , أهدأت
ربب , ربانيين
لبأ , كاستلبأها
حلأ , تحلأ
دفأ , يدفئك
ذوب , ذوائب
صبب , واصطب
شيأ , الشيئة
خبب , خبة
جوب , فجوب
أبب , الإبي
نوأ , والمستناء
شيب , يشيب
برأ , يبرأ
بوب , بابة
شبب , شبت
شنأ , والمشنوء
خبب , خببها
قرأ , بالقراء
نوأ , نوآنها
وضأ , وضىء
جبب , جبب
عبأ , يعبؤه
بدأ , بديت
عيب , بالعياب
حوب , وحيابة
شبب , وأشب
ذوب , ذابت
ذوب , تذيبها
نسأ , النسيء
صوب , صائب
ذبب , ذبا
عبب , عبابه
صبب , كالصبابة
أرب , مأرب
حبب , المحبوبة
طيب , كطيبى
ردأ , والمردأة
جيأ , وجاء
ثوب , ثوبه
شيأ , شي
فيأ , يتفيأ
بوب , أبواب
ثوب , أثيبوا
خيب , الدؤوب
ربب , بالرب
سيب , يسيب
صبب , تصببت
هنأ , الهنيء
شيب , وشيبان
أرب , أرباء
شيأ , ومشائية
نوأ , ينيء
أرب , والإربيان
نهأ , ونهوأة
سبب , سب
عبب , عبب
شنأ , شنآنه
مرأ , مراءة
وضأ , وتوضأت
خبب , خببت
كلأ , وأكلأت
جبب , الجباب
سوأ , السوء
أبب , أب
طيب , وطيبة
جبأ , أجبؤ
شيأ , بشيئة
هوأ , وهؤته
نوأ , النيوء
نوأ , وناء
نبأ , النبيء
بدأ , يبدأ
سبب , السب
نشأ , وانتشىء
عيب , العاب
قرأ , مقارأة
حلأ , والمحلأة
مرأ , مرأة
خيب , وخيبة
روب , مروب
طبب , الطبة
ضبب , الضبب
سوأ , واستاء
فيأ , فيئا
ظمأ , المظمأ
أوب , والتأييب
طيب , وأطابه
أدب , وأدبت
روب , روب
ذبب , تذبيب
عبأ , واعتبأته
درأ , درئه
مرأ , وتمرأ
درأ , كاندرأ
ربأ , والمربأة
خبب , تخب
زبب , تزبيبا
بوأ , البواء
أرب , إراب
أوب , أيب
ربب , ربات
رفأ , وأرفيت
بوأ , بواء
فيأ , فتفيأ
لبأ , كألبأهم
جزأ , فجزأهم
طبب , طبك
أبب , أبه
بوب , بابيه
هوأ , الهوء
شبب , وشبت
طبب , طبيبها
ملأ , ملأه
جبب , والأجب
خطأ , وتخطأ
خبب , بالخب
نشأ , وأنشأها
أشب , والتأشب
جبب , جبت
فيأ , مفيأة
بوأ , يبوء
شيأ , وأشاوى
خطأ , خطئ
وبأ , موب
ذأب , وتذاءب
عبأ , والمعبأة
صوب , وصوبا
هنأ , ويهنؤ
حلأ , الحلأ
طيب , والطوبى
حبب , محابة
حوب , والحيبة
روب , وروبة
برأ , وبرؤ
بدأ , وأبدأ
ظمأ , مظماء
طبب , طبابة
