دبب ,وأدب
ومأ ,وامئة
حبب ,ومحبتك
شبب ,ويتشبب
ضهب ,يضهب
روأ ,الروية
كلأ ,وكالأه
ظيأ ,ظوأ
وبأ ,أوبأت
سلب ,سلبه
عنظب ,عنظب
وطأ ,وطئه
سلأ ,كسلأء
روب ,فالروب
ردأ ,ردأت
خلب ,الخلب
قنأ ,وقنأته
شنأ ,شنآني
منأ ,ومنأه
ذهب ,ذهابا
طسأ ,طسىء
نزأ ,ينزأ
ألب ,وألبان
صوب ,إصابتكم
ترب ,بالتراب
ثقب ,مثقب
دبب ,الدبدبة
علب ,يعلبه
سوأ ,كالأسوإ
لفأ ,لفأ
ومأ ,تومىء
حلأ ,الحلأ
ذبب ,والأذب
شيأ ,شيء
وجأ ,أوجأت
شطأ ,شطأه
تبب ,تبوب
تلب ,التلب
أنب ,تؤنبني
خشنب ,أخشنبه
رهب ,رهبه
جأب ,جأب
طيب ,طيبه
وطأ ,ووطأته
كفأ ,وكفوءه
صوب ,كالصويب
بدأ ,بد
بكأ ,ببكء
هدأ ,هدء
بطأ ,وأبطأ
لبأ ,استلبأ
زأزأ ,زأزأه
كلأ ,كلأ
لبأ ,كاللباءة
ذبب ,يذبذبان
رفأ ,ورافأني
تبب ,واستتب
نشأ ,ونشأة
صخب ,وصخب
هزأ ,وهزوءا
ظمأ ,وظامىء
ثغب ,الثغب
لألأ ,لألأ
لثأ ,اللثأ
صوب ,استصبته
دبأ ,ودبأ
زبب ,مزبون
بوأ ,تبوأه
رمأ ,كأرمأ
سرأ ,مسروأة
فجأ ,وافتجأه
حبب ,وحبوبة
لطأ ,باللاطئة
وضأ ,وضؤت
سغب ,سغب
ظمأ ,ظام
هنأ ,والهنيء
قنأ ,تقنيئا
نشأ ,المنشآت
خطب ,والمخاطبة
قضأ ,قضىء
كمأ ,مكموءة
خضعب ,الخضعبة
خطأ ,أخطأت
طنأ ,الطنء
جفأ ,تجفأت
لبأ ,اللبء
كفأ ,فأكفأنيها
سوب ,وسوبان
وطأ ,أوطأك
بوب ,والبوب
أوب ,مؤتاب
سيب ,سيوبا
تنأ ,تانىء
أدب ,الأديب
ركب ,وارتكاب
صلهب ,الصلهب
وتأ ,مواتأة
لطأ ,يلطأ
شجب ,شجبا
صوب ,الإصابة
هوأ ,وهوىء
شبب ,وشبيب
ببب ,ببان
ثيب ,ثيبا
قمأ ,قمأت
ضنأ ,اضطنأ
وجأ ,ووجأها
صبب ,وانصب
ذعلب ,الذعاليب
طيب ,طاب
نوأ ,ونواء
ذبب ,كذبب
دبب ,والدباء
ثعب ,يثعبه
مرأ ,مرء
بيب ,بيبى
ملأ ,مليء
أرب ,مأربة
حنب ,الحنباء
عكشب ,وعكشبه
أدب ,أدبة
جيب ,والحوأبة
ضبأ ,ضبيء
خرأ ,خروء
ودأ ,تودأ
صوب ,والصابة
صدأ ,يصدأ
ألب ,ألب
أرب ,إراب
ردأ ,وأردأته
جبب ,والجباجبة
جحنب ,الجحنب
أرب ,والأربى
نأنأ ,منأنإ
رضب ,كترضبه
بوب ,والبابة
نسأ ,وأنسأته
بوب ,بابتك
رهيأ ,كرهيأ
هوأ ,هأن
عيب ,عبتموه
جبأ ,لتجبأ
ثبب ,كثبثب
فقأ ,للفقأة
عيب ,ومعاب
رجأ ,وأرجأ
دأدأ ,وتدأدءوا
مسأ ,ومسوءا
وطأ ,وتوطأته
ضوب ,الضؤبان
عقب ,العاقبة
موأ ,مؤوء
ثيب ,تثييبا
بوأ ,بوأ
نبأ ,والنبيء
خبب ,وخبب
ذوب ,الإذواب
لمأ ,فلمأتها
ربب ,والتربب
حبب ,ونحب
ربب ,وربة
خرب ,خربه
رمأ ,رمأت
أبب ,وتأبب
شطأ ,كشاطئه
صبأ ,وأصبأهم
دنأ ,تدنأ
حطأ ,يحطأ
هرأ ,وأهرأه
ربب ,والربي
زبأ ,الزبأة
دنأ ,ودنىء
جبب ,بجبوبة
جزأ ,جزأين
دبأ ,دبأ
جوب ,يجاب
لطأ ,ولطأت
مرأ ,استمرأته
ذأب ,والمذءوب
جلنب ,جلنباة
يأيأ ,يأيأة
لبأ ,ولبأت
قنأ ,قانىء
رقب ,رقيب
ثوب ,تستثيب
جيب ,التجيبي
بسأ ,وبسىء
فيأ ,كالفيئة
نشأ ,نشيئة
دكأ ,كداكأهم
فتأ ,تفتأ
فيأ ,أفياء
ثرب ,كالأثارب
صبب ,مصبوب
وتأ ,واتأه
سبب ,يتسابون
ذرب ,التذريب
خجأ ,أخجأه
رثأ ,رثآء
فرأ ,الفرأ
طبب ,والطبطبة
حبب ,محبوبه
كفأ ,منكفئا
زبب ,زبابة
ملأ ,مليا
حتأ ,كأحتأ
نوأ ,نوآنها
أدب ,آدب
أوأ ,بالآء
شطأ ,وشاطىء
بوأ ,تبوءا
ثوب ,إثابة
صبب ,وتصببها
سبأ ,والمسبأ
جزأ ,كاجتزأ
ثرب ,وأثارب
نبأ ,بالنباءة
جخدب ,جخادب
هرأ ,وهروءا
كثأ ,كثأ
فضأ ,أفضأته
نسأ ,نسوء
جسأ ,جسئت
عتب ,والعتب
شعنب ,الشعنبة
سلب ,وسلائب
خطب ,وخطب
خطأ ,خطيئة
جلب ,ويجلبه
مرأ ,وتمرأ
أسب ,مؤسب
قرأ ,وقريء
طلب ,يطلبه
عبب ,يعب
ريب ,أربت
سغب ,وسغابة
صوب ,والمصوبة
أوأ ,مؤوء
بكأ ,وبكاءة
فسأ ,فسأ
حبطأ ,واحبنطأ
نشأ ,نشؤ
عبب ,والعبى
حوب ,يحوب
سسب ,والساسب
صدأ ,كصداء
صوب ,كالتصوب
شيب ,يشيب
هنأ ,يهنئه
ريب ,مريب
برأ ,بريئات
ذأب ,والذؤيبان
برأ ,برأ
صبأ ,وصبأ
نبأ ,النبأ
رهب ,رهب
رفأ ,أرفيت
رفأ ,ورافأته
عظب ,عظبت
حضب ,حضب
هيأ ,تهيأت
خرب ,يخربون
دأدأ ,الدآدي
رغب ,ورغبا
أرب ,أربت
حطأ ,كالحنطأوة
عظب ,وعظوبا
فقأ ,بالمفقىء
بذأ ,كالبذاء
جلب ,تجلب
هنأ ,وهناءة
ربب ,وربك
سيب ,سابت
ربأ ,وارتبأه
هوأ ,مهوأن
هذأ ,وتهذأت
ظمأ ,ظمآنة
لبأ ,واللبة
تبب ,تتب
دبب ,ودبيبا
وبأ ,وبؤ
أسب ,والإسب
شصب ,أشصاب
جبب ,الجبجب
مرأ ,والمريء
خصب ,والاختصاب
شوب ,الشوابنة
برأ ,براوي
سيب ,وسيابة
خرب ,الإخراب
ثوب ,ثوابا
أشب ,والأشابة
وضأ ,بواضىء
عبأ ,واعتبأته
هزأ ,هزأة
دبب ,والدببان
بوأ ,يتباءوا
ردأ ,الردء
أوب ,والأواب
طيب ,الطيب
كمأ ,والمكمأة
حبب ,والحباحب
ذرأ ,ذرء
ذرأ ,ذرىء
جبب ,ومجابة
خرب ,وخرب
مكأ ,يمكأ
حبب ,تحبب
سوأ ,ومسائية
هدأ ,وبهادىء
جزأ ,جزئت
أرب ,وتأريب
وبأ ,ووباءة
هيأ ,وهيؤ
زأب ,زوأة
رقأ ,رقأت
دبب ,دبابات
صوب ,المصوب
زرب ,والزريبة
خصب ,والإخصاب
خطأ ,خطاءتها
سوأ ,أسيئي
رطب ,رطيب
ثوب ,ومثوبة
ذأب ,ذؤيب
عنكب ,عنيكب
عبب ,عباب
لبأ ,باللبإ
صبب ,يصب
خطب ,خطبكم
بذأ ,بذأ
دبب ,مدبوة
دنأ ,لدني
عنكب ,العنكباء
أبب ,الوب
زيب ,أزيب
طسأ ,وأطسأه
فيأ ,فيئا
ورأ ,ورأه
ثطأ ,كثطىء
ذأب ,وذؤاب
عيب ,والعياب
روب ,والمروب
كفأ ,والمكفأ
حدأ ,والحديا
وطأ ,توطأ
هوأ ,لاهاء
تبب ,التب
حترب ,الحترب
نبأ ,نبي
جأجأ ,بجؤجئها
بوب ,والبويب
خرأ ,بالخراءة
لجأ ,واللجأ
حوب ,حوب
هدأ ,المهدأ
صحب ,الإصحاب
بوأ ,وبواء
ورأ ,يورأ
ريب ,واستراب
زأب ,والزأب
ذبب ,ذبابا
جرأ ,والجريئة
حبب ,والاستحباب
حدأ ,حدآن
شيب ,كالمشيب
طيب ,الطيبي
رغب ,يرغب
ضرب ,ضربا
طرأ ,طرا
حدأ ,حدىء
مرأ ,مرأ
طرأ ,طرآني
صدأ ,ويصدؤ
جزأ ,تجزأة
سبب ,السباسب
سبب ,واستسب
ذأب ,ذأب
أزب ,والإزب
عرقب ,عرقوب
خضب ,خضبه
سبب ,وتسبب
عشرب ,كالعشارب
كلأ ,الكلاء
ريب ,وأراب
سدأ ,السندأوة
حجب ,وتحجب
دوأ ,وداءة
هرأ ,وهرأه
ثأثأ ,تثأثأ
كمأ ,يكمأ
قمأ ,قميئة
ذبب ,المذبذب
صبب ,صبتان
جمأ ,أجمأ
رزأ ,رزيناك
نشأ ,كالنشأة
طرأ ,والطارئة
لبأ ,يلبؤهم
ذبب ,ذبب
شنأ ,المشنأ
سيب ,كانساب
كفأ ,والكفأة
هدأ ,أهدأه
تبب ,وتب
زقب ,وزقبت
ضنأ ,وضانئة
عذب ,عذاب
شيب ,شيبا
دوأ ,وأدوأت
جبب ,مجبجبة
شكب ,الشكب
لجأ ,والتلجئة
كمأ ,وكمأتان
ألب ,والألب
وكأ ,وأتكأه
شغرب ,والشغربي
نبأ ,أنبأك
طوأ ,كالطآة
دبب ,دبوبها
طبب ,بالطب
ضوأ ,وأضاء
طبب ,طبا
لبأ ,تلبأها
زيب ,السأب
جيب ,الجيب
حظب ,حظابة
وجأ ,وجء
ثغب ,وثغبان
بأبأ ,بؤبؤ
خرب ,والتخرب
طبب ,والطبة
فسأ ,كفسأه
خيب ,أدأبته
ركب ,وارتكبه
وطأ ,يوطأ
جأجأ ,وجأجأها
تنأ ,التانئون
نوأ ,النوء
خصب ,الخصب
رتب ,وأرتب
ختأ ,اختتأ
وكأ ,واكأ
طشأ ,وأطشأ
حجأ ,حجئت
بدأ ,بدأهم
حطب ,يحطب
صبب ,وصبصبه
دفأ ,مدفآت
خيب ,يدأب
صحب ,صحبت
رزأ ,رزأنا
سبب ,سبة
قبأ ,والقباءة
دفأ ,والمدفئة
شهجب ,الشهجبة
برأ ,وبرىء
نشأ ,واستنشأ
ستب ,الستب
أوب ,وآبت
ذعلب ,الذعلب
خرأ ,مخرأة
سوأ ,سيئا
جبب ,والمجابة
ريب ,أراب
جبب ,والجبابات
ترب ,والتربة
دنحب ,الدنحبة
وثأ ,وثأ
نبأ ,نبأة
أتب ,تأتيبا
دنأ ,والدنيء
جحدب ,جحدب
تتأ ,والتيتا
لألأ ,لؤلؤيته
ربب ,وأربت
بوأ ,تبويئا
سأسأ ,سأ
وجأ ,ووجأ
طيب ,مطاب
لفأ ,ولفاء
ربب ,الأرباب
ربب ,الربانيون
حكأ ,واحتكأت
خطب ,والمخطبة
أذرب ,الأذربي
طوأ ,وتطاءت
تنأ ,تنوءا
سقلب ,السقلبة
رأرأ ,رأرأت
منأ ,منأ
ضهأ ,ضاهأ
بوب ,البابي
جنب ,وجانبه
جبأ ,جبأ
برأ ,وأبرأه
رثأ ,الرثيئة
وطأ ,كوطأه
نشأ ,نشوءة
رشأ ,والرشأ
كفأ ,واستكفأت
لمأ ,لمأتها
وطأ ,الوطاء
خبأ ,يخبؤه
ركب ,ركاب
نشأ ,نشأ
صعب ,كالصعبوب
زأب ,وزأب
نسأ ,لمنتسأ
ضهأ ,الضهيأة
شيب ,شيبين
وضأ ,الوضيء
أهب ,آهبة
خزب ,الخزب
ركب ,وركبان
نسأ ,وأنسأ
زأب ,يزأبها
فيأ ,وفيوءا
سبب ,وسببان
خوب ,يخوب
أنب ,مؤتنبا
عبأ ,وعبأه
ريأ ,الريء
ضأضأ ,والضوضاء
شقحب ,شقحب
بوأ ,وباءوا
روب ,بروبة
سوأ ,سؤته
صدأ ,الصدائي
صبب ,صبة
عظب ,يعظب
حنب ,كالحنب
طيب ,أطيبه
سلحب ,مسلحب
موأ ,المؤاء
سبأ ,السبأة
عبأ ,العباء
نشأ ,وانتشىء
طيب ,كطيبى
ملأ ,وملأيه
قمأ ,كأقمأت
زهب ,الزهبة
شرب ,شرب
سحب ,سحبا
درأ ,ودرأة
حبب ,حبتك
أدب ,يأدب
هنأ ,وهانئا
سرأ ,وسرأ
وطأ ,وطىء
جوب ,الجواب
خزب ,خزب
ثرب ,بالثروب
سبأ ,كاستبأها
حأحأ ,حأحأ
جزأ ,وجزأتها
خرعب ,والخرعوب
سوأ ,والسيئة
أصطب ,أصطب
سسب ,سيسبانا
سيب ,سيبا
جذب ,كجاذبه
روأ ,روأت
برأ ,والبرية
صلب ,وصليب
سيأ ,السيء
رقأ ,ترقأ
ربب ,مربوبة
رهب ,والرهبى
شعب ,يشعبه
سرأ ,سروء
حبب ,محببا
بذأ ,وبذاءة
ذرب ,كالذربة
خبب ,مخبين
أوب ,والأوبة
كفأ ,نكافىء
ذأب ,وذئاب
خبب ,الخبيبين
زأنب ,زئناب
جوب ,والمجوب
لبأ ,يلبؤها
جيأ ,المجيء
خبب ,بالخبة
ذرب ,وذربه
جنب ,المجنوب
طرأ ,يطرو
رهيأ ,ترهيآن
شعب ,شعبه
درأ ,ودروء
ذرأ ,وذرآء
وأوأ ,الوأواء
جوب ,بجوابه
يأيأ ,بيؤيؤ
بدأ ,بدأتنا
جيب ,وجيبته
جفأ ,وأجفأ
حدأ ,كالحدإ
وطأ ,يواطىء
فنأ ,فنء
فتأ ,فتأته
طرأ ,وأطرأه
بيب ,التألب
غأغأ ,الغأغاء
مسأ ,مسأ
خلب ,بمخلبه
ندأ ,والندأتان
ألب ,يألب
كسأ ,يكسؤهم
جيب ,جيوبهن
أنب ,مؤتنب
خوب ,خوبا
درأ ,درأته
ضنأ ,تضنأ
فيأ ,يتفيأ
ردب ,الردب
عيب ,بعياب
بسأ ,وبسوءا
طحب ,طحاب
جدب ,جدب
طبب ,والطبطاب
خصب ,والمخصبة
أثب ,الأثيب
خبب ,والخبب
طحرب ,الطحربة
سيب ,وسيبان
عدأ ,عندأوة
سبأ ,فاستبأتها
خرب ,مخرب
أيب ,يئيب
ذعب ,وانذعب
ضرب ,الضرب
ألب ,وإلب
عتب ,كعتبة
خضب ,خضبا
حبب ,حبيبكم
حضب ,الأحضاب
ربب ,وربابة
شبب ,كالشبيبة
لجأ ,والتجأ
شوب ,مشيب
قمأ ,قماءة
ربأ ,والمرتبأ
لجأ ,يلجئك
نبأ ,ونبأ
ثأب ,الثؤاباء
نسأ ,استنسأته
كثأ ,كنثأة
جبب ,فجببته
هنأ ,هنئنا
ملأ ,الملأة
شغرب ,الشغربية
شنأ ,شنآنه
ضهأ ,يضاهئون
كفأ ,مكفإ
صأصأ ,صئصاء
أجأ ,أجئي
صلب ,الصليب
خوأ ,خاء
أتب ,وأتبه
خبأ ,خبء
شوب ,فالشوب
أشب ,وأشوب
جبب ,وجبابة
كفأ ,وكفأ
بوأ ,متبوأ
ضبأ ,مضبىء
وطأ ,والميطأ
خضرب ,الخضربة
حطأ ,ويحطئ
جزأ ,مجزأة
ردأ ,أردؤه
وبأ ,تيبأ
صبب ,يصبه
فطأ ,فطأ
كفأ ,التكفؤ
لبأ ,ولبأها
قيأ ,وقيأه
عرقب ,العرقوب
ظمأ ,ظمأى
سيب ,سيبهما
جيب ,وجبت
وطأ ,الواطئة
حبب ,يحبنا
كلأ ,كالكالىء
ريب ,ربته
طلب ,طلبا
نوأ ,تنيئها
ربب ,كالربوب
وضأ ,فوضأه
بوب ,بويب
خذأ ,خذأله
دنأ ,دنؤ
نأنأ ,والنأنأ
حبب ,حبب
فقأ ,فقوء
كلأ ,الكلاءة
هوأ ,هائيا
صبأ ,مصبئا
جلب ,وجلبت
شيب ,وأشاب
عسرب ,العسرب
صئب ,وصئبان
حلب ,حلبت
مرأ ,ومرئت
سبب ,كالسب
طسأ ,طسأ
سبأ ,يسبأ
خيب ,ودأبهم
همأ ,وهمأه
حلأ ,حلأه
حوب ,وحابوا
رأب ,رؤبة
حطب ,كاحتطب
أشب ,وآشب
خوب ,بخوبة
خجأ ,خجأ
ثأب ,تثاؤبه
كلأ ,كلوء
دنأ ,دنوءا
دبب ,دبة
أثأ ,أثأ
تبب ,تابا
ضوأ ,وضاءت
فطأ ,تفاطؤا
نبأ ,ونابأه
ثبب ,ثبابا
نبأ ,النبيء
هتأ ,هتأ
زأب ,زأبت
رجأ ,مرجئي
زأب ,زأب
شوب ,فانشابا
سلأ ,بالسلاءة
مرأ ,وبمرء
جنحب ,الجنحاب
هنأ ,والهنء
قرأ ,أقرأني
برأ ,أبرياء
شبب ,مشبوب
ألب ,تألبا
ثوب ,وأثبت
خطب ,خطبك
صوب ,الصوبة
شجب ,يشجب
طيب ,طبن
سبب ,وسنبة
رأب ,يرأبه
كفأ ,يتكفؤها
دوأ ,وأدوأ
سيب ,وسيبتها
عشجب ,العشجب
حدرب ,وحدرب
ربب ,كالراب
نجأ ,والنجأة
كفأ ,كفأتهم
ثأب ,مثؤوب
طبب ,الطبطبة
سبب ,وأسباب
طيب ,طيبى
سوأ ,سوأة
خطأ ,فخطئني
جبب ,الجبة
مرأ ,المرء
صبب ,كالصبابة
ضوأ ,والضياء
سبب ,أسابيب
وطأ ,وأوطأت
جشب ,ومجشوب
وجأ ,الوجيئة
ذوب ,وذوبه
طيب ,وأطيبه
ثيب ,ثيبت
صئب ,مصأب
جلعب ,والجلعبى
ظمأ ,إظماء
وضأ ,وضيء
لزأ ,لزأت
لزأ ,وتلزأيت
طيب ,بالطيب
رزأ ,والرزيئة
فرأ ,وفراء
أهب ,يهاب
فيأ ,بفيئك
ألب ,ويألب
ردأ ,يردأ
ذأب ,والذئبة
هوأ ,هاؤوا
كفأ ,كافأ
أثأ ,وأثأته
حضأ ,والمحضاء
ربب ,وربما
شبب ,الشبيبة
سأسأ ,سأسأة
رتب ,رتب
أبب ,تأتب
ضنأ ,ضناءة
أشب ,أشابة
دنأ ,دنيئا
خجأ ,خجوءا
تطأ ,تطأ
شحب ,شحب
جبب ,جبوبا
ثوب ,يثب
سوأ ,مساية
ثرقب ,الثرقبية
نزأ ,ونزأ
رزأ ,يرزؤه
ذبب ,مذبذب
جأجأ ,الجآجىء
فأفأ ,فأفأة
درأ ,والدريء
كرثأ ,كريثاء
جسأ ,الجسء
نسأ ,ناسىء
عبب ,وتعبب
حضأ ,فحضأت
طفأ ,مطفئتة
خنعب ,والخنعبة
شوب ,شيابها
ربب ,وربابا
ثأب ,ثئب
زبب ,وازدبه
نهأ ,نهؤ
أوب ,آب
ربأ ,ربأ
طيب ,والطيبات
رجأ ,أرجأ
مرأ ,مرته
تتأ ,التيتا
زيب ,إزيب
شزب ,يشزب
موأ ,ماء
وزأ ,ووزأ
شنأ ,لشانيك
هيأ ,الهيئة
شطأ ,وشطآن
لتأ ,اللتيء
جوب ,كالجوب
كثأ ,والكنثأو
بهأ ,ويبتهي
ضبب ,وضبيب
نسأ ,بنسأة
كمأ ,الكمء
ذأب ,ذأبا
حربأ ,احرنبأ
أبب ,وأبا
خطأ ,الخطأ
عبأ ,عباءة
رثأ ,رثأ
هدأ ,ومهدإ
أدب ,وأدب
زأزأ ,زؤزئة
لطأ ,اللطء
ربب ,والربى
هرأ ,يهرؤه
ضأضأ ,الضؤضؤ
لمأ ,والتمأ
ربب ,الربة
زأزأ ,تزأزؤا
وطأ ,وطأة
ربب ,ربيبة
حصلب ,وحصلبها
نيأ ,ينيء
حدأ ,وحدئت
ربب ,الربي
خبب ,خبيبة
سنب ,السنبة
عنكب ,عنيكبيت
سرأ ,أسرأت
شوأ ,والشيئان
عكدب ,عكدب
طوأ ,طوئي
طمأ ,طمأت
جوب ,المجيب
خرأ ,وخرآن
وضأ ,توضأت
ملأ ,امتلأ
أرب ,وأربة
جبب ,تجبيبا
خفأ ,خفأ
ركب ,ركهبه
عبأ ,عبأنا
دفأ ,وتدفأ
طوأ ,يطوء
دفأ ,دفيئة
رتأ ,رتوءا
ندأ ,ندءا
فيأ ,وفئات
جيب ,المجيب
حجأ ,لحجيان
ربأ ,ورابأته
شنأ ,شنئوا
ذرأ ,ذريء
سرأ ,تسرئة
وبأ ,موب
كفأ ,وكفأته
ذأب ,ذئبته
ودأ ,ودىء
شصب ,وشصب
لألأ ,لألأة
زبب ,والزباوان
نسأ ,وأنسأه
نأنأ ,كالنأناء
جزأ ,بجزء
ضوأ ,كالضواء
سبب ,وأسابيب
دفأ ,بمدافئ
لمأ ,التمأ
مسأ ,وتمسأ
جخدب ,جخادبى
جوب ,الجابة
عيب ,عيابا
جبأ ,الجباء
مرأ ,ومرؤ
خبب ,والتخبيب
خسأ ,مخاسأة
هنأ ,وهنأتنيه
ظأظأ ,ظأظأة
سوأ ,والمساوي
نشأ ,والمنشأ
